id,label,cluster
DB08049,"7,8-DIHYDROXY-4-PHENYL-2H-CHROMEN-2-ONE",630
DB07288,N-(4-CHLOROPHENYL)-2-[(PYRIDIN-4-YLMETHYL)AMINO]BENZAMIDE,176
DB01172,KANAMYCIN,0
DB01604,PIVAMPICILLIN,306
DB08299,"4-[8-(3-NITROPHENYL)-1,7-NAPHTHYRIDIN-6-YL]BENZOIC ACID",453
DB00779,NEGGRAM,527
DB02450,"2-BENZO[1,3]DIOXOL-5-YLMETHYL-3-BENZYL-SUCCINIC ACID",630
DB07255,"N'-(5-CHLORO-1,3-BENZODIOXOL-4-YL)-N-(3-MORPHOLIN-4-YLPHENYL)PYRIMIDINE-2,4-DIAMINE",550
DB03037,OXIDIZED ACETYL DITHRANOL,616
DB00875,FLUPENTIXOL,0
DB13384,MELITRACEN,0
DB03997,L-HISTIDINOL PHOSPHATE,512
DB00532,MEPHENYTOIN,0
DB07383,"N-(1-BENZYL-3,3,3-TRIFLUORO-2,2-DIHYDROXY-PROPYL)-ACETAMIDE",249
DB03861,"(2R,3R,4S,5R)-2-ACETAMIDO-3,4-DIHYDROXY-5-HYDROXYMETHYL-PIPERIDINIUM",518
DB02538,"N-[4-(2-METHYLIMIDAZO[1,2-A]PYRIDIN-3-YL)-2-PYRIMIDINYL]ACETAMIDE",375
DB00308,CORVERT,0
DB07470,"(3AS)-3A-HYDROXY-1-PHENYL-1,2,3,3A-TETRAHYDRO-4H-PYRROLO[2,3-B]QUINOLIN-4-ONE",459
DB00055,XIGRIS,396
DB06763,SARALASIN,0
DB07762,4-(N-ACETYLAMINO)-3-[N-(2-ETHYLBUTANOYLAMINO)]BENZOIC ACID,192
DB00270,ISRADIPINE,0
DB02967,N-ETHYLMALEIMIDE,563
DB07149,"(7S)-2-(2-AMINOPYRIMIDIN-4-YL)-7-(2-FLUOROETHYL)-1,5,6,7-TETRAHYDRO-4H-PYRROLO[3,2-C]PYRIDIN-4-ONE",630
DB01373,BAISIX,630
DB06910,"[4-R-(4-ALPHA,6-BETA,7-BETA]-HEXAHYDRO-5,6-DI(HYDROXY)-1,3-DI(ALLYL)-4,7-BISPHENYLMETHYL)-2H-1,3-DIAZEPINONE",390
DB07696,METHYL (3S)-3-[(TERT-BUTOXYCARBONYL)AMINO]-4-OXOPENTANOATE,493
DB01200,CYCLOSET,0
DB09371,NORETHYNODREL,426
DB00629,GUANABENZ,0
DB04311,4-PHENYLBUTYLAMINE,107
DB07365,NAPHTHALEN-2-YL-3-ALANINE,490
DB04972,CANFOSFAMIDE,284
DB04315,GUANOSINE-5'-DIPHOSPHATE,498
DB08097,"2-(2,6-DIFLUOROPHENOXY)-N-(2-FLUOROPHENYL)-9-ISOPROPYL-9H-PURIN-8-AMINE",64
DB11831,DINITROCHLOROBENZENE,206
DB12701,INTETUMUMAB,0
DB00978,LOMEFLOXACIN,0
DB02598,"N-ALPHA-ACETYL-3,5-DIIODOTYROSYLGLYCINE",355
DB11357,LINSEED OIL,0
DB05642,DDP-225,495
DB03652,BETA-D-GALACTOPYRANURONIC ACID,348
DB09253,SAFRAZINE,0
DB06554,GABOXADOL,0
DB03639,1-GUANIDINIUM-7-AMINOHEPTANE,630
DB02700,3-DEOXY-D-GLUCOSAMINE,240
DB00919,SPECTINOMYCIN,630
DB06738,KETOBEMIDONE,0
DB00156,PROSOL,243
DB09254,CAROXAZONE,0
DB06477,SUMANIROLE,440
DB07971,"5-AMINO-2-{4-[(4-AMINOPHENYL)SULFANYL]PHENYL}-1H-ISOINDOLE-1,3(2H)-DIONE",570
DB11674,EQUOL,215
DB13919,CANDESARTAN,182
DB06109,YKP-1358,0
DB12710,PERAZINE,0
DB00716,MIREZE,532
DB08602,"3-(2,6-DIFLUOROPHENYL)-2-(METHYLTHIO)QUINAZOLIN-4(3H)-ONE",547
DB08241,4-(6-CYCLOHEXYLMETHOXY-9H-PURIN-2-YLAMINO)--BENZAMIDE,526
DB06322,TRC105,0
DB02027,N-{(4S)-4-AMINO-5-[(2-AMINOETHYL)AMINO]PENTYL}-N'-NITROGUANIDINE,61
DB08272,(4S)-4-(2-NAPHTHYLMETHYL)-D-GLUTAMIC ACID,490
DB13729,CAMOSTAT,0
DB04180,"4-(AMINOSULFONYL)-N-[(2,4-DIFLUOROPHENYL)METHYL]-BENZAMIDE",140
DB04290,[2-CYTIDYLATE-O'-PHOSPHONYLOXYL]-ETHYL-TRIMETHYL-AMMONIUM,502
DB02983,PARA-MERCURY-BENZENESULFONIC ACID,5
DB07362,"1-(5-{2-[(1-METHYL-1H-PYRAZOLO[4,3-D]PYRIMIDIN-7-YL)AMINO]ETHYL}-1,3-THIAZOL-2-YL)-3-[3-(TRIFLUOROMETHYL)PHENYL]UREA",265
DB08276,TRIFLUORO-[HYDROXY-[HYDROXY-[2-(N-METHYL-2-NITRO-ANILINO)ETHOXY]PHOSPHORYL]OXY-PHOSPHORYL]OXY-BERYLLIUM(1-),585
DB04058,D-[(AMINO)CARBONYL]PHENYLALANINE,372
DB00635,RAYOS,0
DB09113,CUROSURF,0
DB02078,TRIGLYME,338
DB01057,ECHOTHIOPHATE,402
DB02187,EQUILIN,496
DB08531,"5-(2,3-DICHLOROPHENYL)-N-(PYRIDIN-4-YLMETHYL)PYRAZOLO[1,5-A]PYRIMIDIN-7-AMINE",364
DB11512,DIHYDROSTREPTOMYCIN,0
DB02630,L-XYLITOL 5-PHOSPHATE,256
DB07466,(1R)-2-PHENYLACETAMIDO-2-(3-CARBOXYPHENYL)ETHYL BORONIC ACID,357
DB07494,"(3-EXO)-3-(10,11-DIHYDRO-5H-DIBENZO[A,D][7]ANNULEN-5-YLOXY)-8,8-DIMETHYL-8-AZONIABICYCLO[3.2.1]OCTANE",630
DB06710,EEMT,411
DB07739,"(3R)-3-(FLUOROMETHYL)-7-(THIOMORPHOLIN-4-YLSULFONYL)-1,2,3,4-TETRAHYDROISOQUINOLINE",615
DB02247,HYDROLYZED CEPHALOTHIN,255
DB02060,CYCLOHEXANONE,338
DB02005,2-OXO-3-PENTENOIC ACID,493
DB00271,MD-60,0
DB09248,MEBANAZINE,0
DB04021,MF268,462
DB11859,ALLOPREGNANOLONE,0
DB04656,"1,3,4-TRIHYDROXY-5-(3-PHENOXYPROPYL)-CYCLOHEXANE-1-CARBOXYLIC A CID",338
DB08004,"(2S)-2-{[3-(3-AMINOPHENYL)IMIDAZO[1,2-B]PYRIDAZIN-6-YL]AMINO}-3-METHYLBUTAN-1-OL",220
DB01544,FLUNITRAZEPAM,0
DB03748,METHYL-[4-(4-PIPERIDINE-1-YLMETHYL-PHENYL)-CYCLOHEXYL]-CARBAMINIC ACID-(4-CHLOROPHENYL)-ESTER,517
DB02762,RU79072,45
DB03246,BETA-L-ARABINOSE,332
DB08752,N-[(1S)-2-[(4-CYANO-1-METHYLPIPERIDIN-4-YL)AMINO]-1-(CYCLOHEXYLMETHYL)-2-OXOETHYL]MORPHOLINE-4-CARBOXAMIDE,421
DB08845,OXOGLURIC ACID,493
DB02205,"6-(1,1-DIMETHYLALLYL)-2-(1-HYDROXY-1-METHYLETHYL)-2,3-DIHYDRO-7H-FURO[3,2-G]CHROMEN-7-ONE",528
DB08072,"4-(2-AMINOETHOXY)-3,5-DICHLORO-N-[3-(1-METHYLETHOXY)PHENYL]BENZAMIDE",177
DB02059,ADENOSINE-5-DIPHOSPHORIBOSE,504
DB02733,PURVALANOL,520
DB13211,GUANOXAN,0
DB08510,5-ALPHA-PREGNANE-3-BETA-OL-HEMISUCCINATE,477
DB13689,TACALCITOL,0
DB02506,"2,6,8-TRIMETHYL-3-AMINO-9-BENZYL-9-METHOXYNONANOIC ACID",340
DB12708,SULPROSTONE,0
DB00244,5-ASA,298
DB01232,INVIRASE,459
DB09516,SOLAGÉ,0
DB00459,ACITRETIN,0
DB04471,"2-PHENYL-1-[4-(2-PIPERIDIN-1-YL-ETHOXY)-PHENYL]-1,2,3,4-TETRAHYDRO-ISOQUINOLIN-6-OL",420
DB03147,ENLYTE,630
DB04812,BENOXAPROFEN,0
DB11770,TALINOLOL,0
DB00171,ATP,504
DB12568,TECEMOTIDE,0
DB02361,S-METHYL THIOCYSTEINE GROUP,302
DB00625,ATRIPLA,600
DB07296,(5Z)-3-(4-CHLOROPHENYL)-4-HYDROXY-5-(1-NAPHTHYLMETHYLENE)FURAN-2(5H)-ONE,490
DB07871,6-CHLORO-4-(CYCLOHEXYLOXY)-3-ISOPROPYLQUINOLIN-2(1H)-ONE,381
DB00947,FASLODEX,476
DB09137,CHOLETEC,0
DB04813,BITHIONOL,0
DB08719,"5-(5-(6-CHLORO-4-(4,5-DIHYDRO-2-OXAZOLYL)PHENOXY)PENTYL)-3-METHYL ISOXAZOLE",565
DB13286,BUMADIZONE,0
DB01834,"(9R,10R)-9-(S-GLUTATHIONYL)-10-HYDROXY-9,10-DIHYDROPHENANTHRENE",284
DB00440,SEPTRA,0
DB06929,1-BUTANOYL-N-(4-CARBAMIMIDOYLBENZYL)-L-PROLINAMIDE,15
DB01408,BAMBUTEROL,357
DB04407,4-[4-(4-METHYL-2-METHYLAMINO-THIAZOL-5-YL)-PYRIMIDIN-2-YLAMINO]-PHENOL,193
DB03213,BIS(5-AMIDINO-2-BENZIMIDAZOLYL)METHANE KETONE,100
DB05104,ASIMADOLINE,198
DB01501,MOTOFEN,0
DB01347,SAPRISARTAN,630
DB01071,MEQUITAZINE,225
DB02819,"MONO-[3,4-DIHYDROXY-5-(5-METHYL-BENZOIMIDAZOL-1-YL)-TETRAHYDOR-FURAN-2-YLMETHYL] ESTER",117
DB07298,"3-(CARBOXYMETHOXY)THIENO[2,3-B]PYRIDINE-2-CARBOXYLIC ACID",36
DB09014,CAPTODIAME,0
DB07212,N-(7-CARBAMIMIDOYL-NAPHTHALEN-1-YL)-3-HYDROXY-2-METHYL-BENZAMIDE,490
DB04057,"BETA-DADF, MSA, MULTISUBSTRATE ADDUCT INHIBITOR",630
DB04784,(R)-1-PHENYLETHANOL,135
DB04013,1-DEOXY-1-METHOXYCARBAMIDO-BETA-D-GLUCO-2-HEPTULOPYRANOSONAMIDE,245
DB11136,ACV,630
DB07796,"(3ASR,4RS,8ASR,8BRS)-4-(2-(4-FLUOROBENZYL)-1,3-DIOXODEACAHYDROPYRROLO[3,4-A] PYRROLIZIN-4-YL)BENZAMIDINE",7
DB04372,DI-LINOLEOYL-3-SN-PHOSPHATIDYLCHOLINE,92
DB13374,VINCAMINE,0
DB04658,"(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL",630
DB03461,2'-MONOPHOSPHOADENOSINE 5'-DIPHOSPHORIBOSE,2
DB00666,SYNAREL,0
DB08508,N-BENZOYL-D-ALANINE,357
DB03211,(3-FORMYL-BUT-3-ENYL)-PHOSPHONIC ACID,562
DB02317,ALPHA-D-GALACTOSE-1-PHOSPHATE,256
DB07082,"1,1,1,3,3,3-HEXAFLUORO-2-{4-[(2,2,2-TRIFLUOROETHYL)AMINO]PHENYL}PROPAN-2-OL",407
DB06849,"1-[1'-(3-PHENYLACRYLOYL)SPIRO[1-BENZOFURAN-3,4'-PIPERIDIN]-5-YL]METHANAMINE",538
DB08322,"2-DEOXY-3,4-BIS-O-[3-(4-HYDROXYPHENYL)PROPANOYL]-L-THREO-PENTARIC ACID",519
DB03816,DIFLUOROMETHIONINE,243
DB01184,MOTILIDONE,0
DB13128,SIZOFIRAN,0
DB07733,"1-METHYL-3-TRIFLUOROMETHYL-1H-THIENO[2,3-C]PYRAZOLE-5-CARBOXYLIC ACID (2-MERCAPTO-ETHYL)-AMIDE",611
DB07156,"(4Z)-6-BROMO-4-({[4-(PYRROLIDIN-1-YLMETHYL)PHENYL]AMINO}METHYLIDENE)ISOQUINOLINE-1,3(2H,4H)-DIONE",523
DB03172,TUBERCIDIN,0
DB07380,"1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE)",249
DB07113,"(2S)-6-(2,4-DIAMINO-6-ETHYLPYRIMIDIN-5-YL)-2-(3,5-DIFLUOROPHENYL)-4-(3-METHOXYPROPYL)-2H-1,4-BENZOXAZIN-3(4H)-ONE",598
DB00634,AVAR,0
DB12698,IBALIZUMAB,0
DB00801,HALAZEPAM,0
DB07199,"(2S,4S,5R)-1-(4-TERT-BUTYLBENZOYL)-2-ISOBUTYL-5-(1,3-THIAZOL-2-YL)PYRROLIDINE-2,4-DICARBOXYLIC ACID",300
DB03228,"5-[BIS-2(CHLORO-ETHYL)-AMINO]-2,4-DINTRO-BENZAMIDE",357
DB02046,N-[(FURAN-2-YL)CARBONYL]-(S)-LEUCYL-(R)-[1-AMINO-2(1H-INDOL-3-YL)ETHYL]-PHOSPHONIC ACID,393
DB07204,"(1S)-1-(1H-INDOL-3-YLMETHYL)-2-(2-PYRIDIN-4-YL-[1,7]NAPHTYRIDIN-5-YLOXY)-EHYLAMINE",445
DB00424,UTA,0
DB04303,4-O-METHYL-ALPHA-D-GLUCURONIC ACID,348
DB06461,SQUALAMINE,0
DB00020,LEUKINE,0
DB03223,DIPHTHAMIDE,438
DB07703,"(3R,4S,5S,7R,9E,11R,12R)-12-ETHYL-4-HYDROXY-3,5,7,11-TETRAMETHYLOXACYCLODODEC-9-ENE-2,8-DIONE",621
DB07484,"(2R)-4,4-DIHYDROXY-5-NITRO-2-(PHENYLMETHYL)PENTANOIC ACID",10
DB00174,L-ASPARAGINE,438
DB08308,"SUCCINIC ACID MONO-(13-METHYL-3-OXO-2,3,6,7,8,9,10,11,12,13,14,15,16,17-TETRADECAHYDRO-1H-CYCLOPENTA[A]PHENANTHREN-17-YL) ESTER",477
DB00617,PARAMETHADIONE,622
DB04368,BB-3497,587
DB03555,CRA_11092,94
DB00012,NESPO,0
DB12598,NAFAMOSTAT,0
DB11740,MK-1775,543
DB09098,SOMATREM,396
DB06875,3-(3-FLUORO-4-HYDROXYPHENYL)-7-HYDROXY-1-NAPHTHONITRILE,216
DB03357,(S)-MANDELIC ACID,135
DB01053,CRYSTAPEN,355
DB00962,SONATA,0
DB03198,THIO-MALTOHEXAOSE,353
DB04476,"TRENCAM-3,2-HOPO",357
DB07418,BIS(4-NITROPHENYL) HYDROGEN PHOSPHATE,512
DB04006,"[2-AMINO-6-(2,6-DIFLUORO-BENZOYL)-IMIDAZO[1,2-A]PYRIDIN-3-YL]-PHENYL-METHANONE",52
DB04405,"2-[2-(1,3-DIOXO-1,3-DIHYDRO-2H-ISOINDOL-2-YL)ETHYL]-4-(4'-ETHOXY-1,1'-BIPHENYL-4-YL)-4-OXOBUTANOIC ACID",285
DB12874,QUIZARTINIB,220
DB07323,"2-[({2-[(1Z)-3-(DIMETHYLAMINO)PROP-1-ENYL]-4-FLUOROPHENYL}SULFONYL)AMINO]-5,6,7,8-TETRAHYDRONAPHTHALENE-1-CARBOXYLIC ACID",489
DB00872,CONIVAPTAN,0
DB13246,QUINUPRAMINE,0
DB06964,"5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-N-ETHYL-4-(4-METHOXYPHENYL)ISOXAZOLE-3-CARBOXAMIDE",85
DB06196,FIRAZYR,0
DB02102,DMP450,144
DB03626,"5-METHOXY-1,2-DIMETHYL-3-(PHENOXYMETHYL)INDOLE-4,7-DIONE",444
DB00352,LANVIS,506
DB06973,"4,4'-PROPANE-2,2-DIYLDIPHENOL",357
DB08911,MEKINIST,0
DB08478,N-[2-CHLORO-5-(TRIFLUOROMETHYL)PHENYL]IMIDODICARBONIMIDIC DIAMIDE,195
DB09201,CIGLITAZONE,267
DB00288,CYCLOCORT,0
DB00845,CLOFAZIMINE,527
DB13763,AUROTIOPROL,0
DB02343,"3,6,9,12,15-PENTAOXAHEPTADECANE",338
DB12025,TRIPTOLIDE,0
DB02552,GERANYL DIPHOSPHATE,121
DB02936,4-(1-BENZYL-3-CARBAMOYLMETHYL-2-METHYL-1H-INDOL-5-YLOXY)-BUTYRIC ACID,471
DB12100,ABEDITEROL,0
DB07011,"(3S)-1-(1,3-BENZODIOXOL-5-YLMETHYL)-3-[4-(1H-IMIDAZOL-1-YL)PHENOXY]PIPERIDINE",133
DB00837,PROGABIDE,0
DB02915,"4-(2,4-DIMETHYL-1,3-THIAZOL-5-YL)-N-[4-(TRIFLUOROMETHYL)PHENYL]-2-PYRIMIDINAMINE",143
DB01459,BEZITRAMIDE,0
DB00224,CRIXIVAN,383
DB12142,DULIGOTUZUMAB,0
DB08636,2-HYDROXYBENZALPYRUVATE,544
DB07087,"4-[(1S,2S,5S,9R)-5-(HYDROXYMETHYL)-8,9-DIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL",413
DB02885,4-IMINO-5-METHIDYL-2-TRIFLUOROMETHYLPYRIMIDINE,509
DB03254,4-PHENYL-1H-IMIDAZOLE,220
DB00273,QSYMIA,0
DB01686,"N,N-DIMETHYLARGININE",159
DB04213,N-CYCLOHEXYL-N'-(PROPYL)PHENYL UREA,135
DB07142,"5-[(3R)-3-(5-METHOXY-3',5'-DIMETHYLBIPHENYL-3-YL)BUT-1-YN-1-YL]-6-METHYLPYRIMIDINE-2,4-DIAMINE",169
DB06525,GANSTIGMINE,212
DB07832,"4-{4-[(5-HYDROXY-2-METHYLPHENYL)AMINO]QUINOLIN-7-YL}-1,3-THIAZOLE-2-CARBALDEHYDE",72
DB07852,"1-(3,5-DICHLOROPHENYL)-5-METHYL-1H-1,2,4-TRIAZOLE-3-CARBOXYLIC ACID",217
DB03052,DAZOXIBEN,222
DB01307,LEVEMIR,396
DB06205,HYLENEX RECOMBINANT,396
DB01960,7N-METHYL-8-HYDROGUANOSINE-5'-DIPHOSPHATE,498
DB07035,"(2E)-3-{3-[(5-ETHYL-3-IODO-6-METHYL-2-OXO-1,2-DIHYDROPYRIDIN-4-YL)OXY]PHENYL}ACRYLONITRILE",99
DB03013,DI(N-ACETYL-D-GLUCOSAMINE),344
DB07976,3-{[(3-FLUORO-3'-METHOXYBIPHENYL-4-YL)AMINO]CARBONYL}THIOPHENE-2-CARBOXYLIC ACID,237
DB02026,"FURO[2,3D]PYRIMIDINE ANTIFOLATE",388
DB09292,ENTRESTO,182
DB04970,LESOPITRON,551
DB03645,PHOSPHONOACETOHYDROXAMIC ACID,562
DB04114,"3-CHLORO-9-ETHYL-6,7,8,9,10,11-HEXAHYDRO-7,11-METHANOCYCLOOCTA[B]QUINOLIN-12-AMINE",432
DB01591,VESICARE,0
DB03528,9-BETA-D-XYLOFURANOSYL-ADENINE,609
DB08912,TAFINLAR,0
DB03415,3-THIAOCTANOYL-COENZYME A,337
DB11737,ICOTINIB,536
DB02858,3-(4-BENZENESULFONYL-THIOPHENE-2-SULFONYLAMINO)-PHENYLBORONIC ACID,175
DB06726,BUFURALOL,576
DB00361,NAVELBINE,0
DB01889,"16,17-ANDROSTENE-3-OL",473
DB11446,OXFENDAZOLE,0
DB13563,NORGESTRIENONE,0
DB03765,2'-CYTIDYLIC ACID,271
DB09289,TIANEPTINE,311
DB00609,TRECATOR,0
DB00747,B-DONNA,112
DB08048,"4-(6-HYDROXY-1H-INDAZOL-3-YL)BENZENE-1,3-DIOL",74
DB08373,"4,4'-BIS([H]METHYLSULFONYL)-2,2',5,5'-TETRACHLOROBIPHENYL",357
DB03033,1-METHYLOXY-4-SULFONE-BENZENE,329
DB11595,TECENTRIQ,396
DB02680,DINITROPHENYLENE,206
DB07251,"N'-(3-CHLORO-4-METHOXY-PHENYL)-N-(3,4,5-TRIMETHOXYPHENYL)-1,3,5-TRIAZINE-2,4-DIAMINE",357
DB02763,5-MERCAPTO-2-NITRO-BENZOIC ACID,357
DB08512,"6-AMINO-2-[(1-NAPHTHYLMETHYL)AMINO]-3,7-DIHYDRO-8H-IMIDAZO[4,5-G]QUINAZOLIN-8-ONE",400
DB02142,PYRIDOXAMINE-5'-PHOSPHATE,446
DB08261,"2-HYDROXY-7-METHOXY-5-METHYL-NAPHTHALENE-1-CARBOXYLIC ACID MESO-2,5-DIHYDROXY-CYCLOPENT-3-ENYL ESTER",500
DB00501,TAGAMET,217
DB11516,DITHIAZANINE,0
DB03115,"5-BROMO-N-(2,3-DIHYDROXYPROPOXY)-3,4-DIFLUORO-2-[(2-FLUORO-4-IODOPHENYL)AMINO]BENZAMIDE",297
DB08687,FG-2216,306
DB07578,"3-[4-(2-METHYL-IMIDAZO[4,5-C]PYRIDIN-1-YL)BENZYL]-3H-BENZOTHIAZOL-2-ONE",89
DB13816,ASPOXICILLIN,0
DB11519,FLUPROSTENOL,0
DB11502,BUTACAINE,0
DB00718,HEPSERA,520
DB07014,"2-(1,3-BENZODIOXOL-5-YL)-5-[(3-FLUORO-4-METHOXYBENZYL)SULFANYL]-1,3,4-OXADIAZOLE",630
DB03379,2-CARBOXYETHYLPHOSPHONIC ACID,562
DB01364,AKOVAZ,214
DB13504,CEFETAMET,0
DB00694,VYXEOS,0
DB04122,BETA-D-GLUCOSE 6-PHOSPHATE,330
DB08844,URIC ACID,522
DB02964,"8,9,10-TRIHYDROXY-7-HYDROXYMETHYL-2-THIOXO-6-OXA-1,3-DIAZA-SPIRO[4.5]DECAN-4-ONE",245
DB06605,ELIQUIS,515
DB13231,MANGADYN,0
DB01885,D-GALCTOPYRANOSYL-1-ON,338
DB04861,BYSTOLIC,0
DB04209,DEQUADIN,459
DB00301,FLUCLOX 250,355
DB00540,AVENTYL,0
DB03405,N2-[(BENZYLOXY)CARBONYL]-N-[(3R)-1-{N-[(BENZYLOXY)CARBONYL]-L-LEUCYL}-4-OXO-3-PYRROLIDINYL]-L-LEUCINAMIDE,371
DB04499,R-STYRENE OXIDE,135
DB06900,1-[4-(HYDROXYMETHYL)PHENYL]GUANIDINE,357
DB00807,ALCAINE,339
DB13744,PIROMIDIC ACID,0
DB05990,OCALIVA,496
DB04947,ALTROPANE,630
DB04472,(R)-1-PARA-NITRO-PHENYL-2-AZIDO-ETHANOL,206
DB04676,DANSYLLYSINE,507
DB06317,EMPLICITI,396
DB01681,BENZENE HEXACARBOXYLIC ACID,438
DB12713,SOTAGLIFLOZIN,0
DB03573,WRR-99,306
DB01434,19-NORANDROSTENEDIONE,0
DB03595,CRA_9785,94
DB00452,FRAMYCETIN,0
DB07659,AC-(D)PHE-PRO-BOROHOMOLYS-OH,17
DB09053,IBRUTINIB,257
DB04853,BINODENOSON,608
DB07327,"(2-ACETYL-5-METHYLANILINO)(2,6-DIBROMOPHENYL)ACETAMIDE",95
DB07714,"6-(3-METHYL-1,4-DIOXO-1,4-DIHYDRONAPHTHALEN-2-YL)HEXANOIC ACID",507
DB04890,BEPREVE,165
DB04067,4-HYDROXYBENZYL COENZYME A,630
DB08942,ISOXICAM,0
DB13673,BEKANAMYCIN,0
DB11397,DICHLORVOS,0
DB00177,DAFIRO,409
DB05395,AMIBEGRON,233
DB04598,2-AMINO-4-CHLORO-3-HYDROXYBENZOIC ACID,304
DB00425,AMBIEN,0
DB07247,"[2'-HYDROXY-3'-(1H-PYRROLO[3,2-C]PYRIDIN-2-YL)-BIPHENYL-3-YLMETHYL]-UREA",182
DB04206,NZ2-TRYPTOPHAN,243
DB02376,"D-GLUCONHYDROXIMO-1,5-LACTAM",451
DB00030,AFREZZA,0
DB02161,HYDROXY-PHENYL-ACETIC ACID 8-METHYL-8-AZA-BICYCLO[3.2.1]OCT-3-YL ESTER,630
DB00624,AXIRON,411
DB01424,AMINOPHENAZONE,0
DB00414,ACETOHEXAMIDE,285
DB05311,KALBITOR,396
DB04807,4-NITROPHENYL-(6-S-ALPHA-D-XYLOPYRANOSYL)-BETA-D-GLUCOPYRANOSIDE,331
DB00309,VINDESINE,0
DB08750,"1-[4-(AMINOMETHYL)BENZOYL]-5'-FLUORO-1'H-SPIRO[PIPERIDINE-4,2'-QUINAZOLIN]-4'-AMINE",158
DB00527,DIBUCAINE,0
DB06685,LAQUINIMOD,0
DB08524,2-(3-BENZOYLPHENOXY)ETHYL(HYDROXY)FORMAMIDE,205
DB07640,"2-DECYL-5,6-DIMETHOXY-3-METHYLCYCLOHEXA-2,5-DIENE-1,4-DIONE",121
DB03554,5-IODOURACIL,509
DB03994,ETHANOLAMINE,407
DB02169,"9,10-DEEPITHIO-9,10-DIDEHYDROACANTHIFOLICIN",338
DB07497,"5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL",630
DB00792,VAGIN-X,165
DB12492,PIRITRAMIDE,0
DB07377,"N'-((2S,3R)-3-AMINO-2-HYDROXY-5-(ISOPROPYLSULFANYL)PENTANOYL)-N-3-CHLOROBENZOYL HYDRAZIDE",341
DB04396,THIODIGALACTOSIDE,338
DB05295,ELDECALCITOL,482
DB09070,TIBOLONE,496
DB02119,"6-HYDROXYMETHYL-7,8-DIHYDROPTERIN",113
DB08000,"2-(CARBOXYMETHYL)-1-OXO-1,2-DIHYDRONAPHTHO[1,2-D]ISOTHIAZOLE-4-CARBOXYLIC ACID 3,3-DIOXIDE",456
DB03590,"2,6-DIAMINOPIMELIC ACID",243
DB02020,ALRESTATIN,466
DB04918,ZEFTERA,119
DB08497,"(1S)-2-OXO-1-PHENYL-2-[(1,3,4-TRIOXO-1,2,3,4-TETRAHYDROISOQUINOLIN-5-YL)AMINO]ETHYL ACETATE",523
DB04392,"BISHYDROXY[2H-1-BENZOPYRAN-2-ONE,1,2-BENZOPYRONE]",532
DB06794,ALOMIDE,0
DB03130,S-P-NITROBENZYLOXYCARBONYLGLUTATHIONE,284
DB03241,1-AMINO-1-CARBONYL PENTANE,405
DB03288,5-CHLORO-1H-INDOLE-2-CARBOXYLIC ACID{[CYCLOPENTYL-(2-HYDROXY-ETHYL)-CARBAMOYL]-METHYL}-AMIDE,481
DB06959,(2S)-1-(3H-INDOL-3-YL)-3-{[5-(6-ISOQUINOLINYL)-3-PYRIDINYL]OXY}-2-PROPANAMINE,200
DB13353,VIMINOL,0
DB07818,"(2E)-3-(2,4-DICHLOROPHENYL)-N-HYDROXYACRYLAMIDE",538
DB01595,MOGADON,0
DB10276,ROTARIX,0
DB08385,4-(QUINOLIN-3-YLMETHYL)PIPERIDINE-1-CARBOXYLIC ACID,459
DB02301,"5,10-METHYLENE-6-HYDROFOLIC ACID",389
DB03321,"4-AMINO-2-DEOXY-2,3-DEHYDRO-N-NEURAMINIC ACID",438
DB04334,6-HYDROXYDOPA QUINONE,243
DB01661,1-(5-PHOSPHO-D-RIBOSYL)-ATP,504
DB08813,NADROPARIN,0
DB00216,RELPAX,0
DB08015,"(3Z)-1-[(6-FLUORO-4H-1,3-BENZODIOXIN-8-YL)METHYL]-4-PHENYL-1H-INDOLE-2,3-DIONE 3-OXIME",542
DB08032,"N,N-DIETHYL-2-[(2-THIENYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE",602
DB03451,"1-ALPHA, 25-DIHYDROXYL-20-EPI-22-OXA-24, 26 ,27-TRIHOMOVITAMIN D3",482
DB01947,RU78262,46
DB07787,"5-FLUORO-1-[4-(4-PHENYL-3,6-DIHYDROPYRIDIN-1(2H)-YL)BUTYL]QUINAZOLINE-2,4(1H,3H)-DIONE",548
DB03245,S-4-NITROBUTYRYL-COA,337
DB02573,"2'-DEOXYCYTIDINE-2'-DEOXYADENOSINE-3',5'-MONOPHOSPHATE",485
DB00749,LODINE,0
DB01598,IMIPENEM,0
DB02472,"6-HYDROXY-7,8-DIHYDRO PURINE NUCLEOSIDE",607
DB13451,TIOCLOMAROL,0
DB02122,4-IODO-ACETAMIDO PHENYLBORONIC ACID,314
DB01164,BSS,630
DB09009,ORABLOC,0
DB11596,FUSILEV,113
